"neighborhood","virus","serotype","year","epiweek","total_female_aegypti","total_female_albopictus","total_traps","MFAI_aegypti","MFAI_albopictus"
"JARDIM LEOPOLDINA","","",2021,28,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,29,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,30,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,31,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,32,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,33,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,34,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,35,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2021,36,0,0,8,0,0
"JARDIM LEOPOLDINA","","",2021,37,1,0,8,0.125,0
"JARDIM LEOPOLDINA","","",2021,38,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,39,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,44,0,0,5,0,0
"JARDIM LEOPOLDINA","","",2021,45,0,0,5,0,0
"JARDIM LEOPOLDINA","","",2021,46,0,0,5,0,0
"JARDIM LEOPOLDINA","","",2021,47,2,0,5,0.4,0
"JARDIM LEOPOLDINA","","",2021,48,0,0,5,0,0
"JARDIM LEOPOLDINA","","",2021,49,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2021,50,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2021,51,2,0,9,0.222222222222222,0
"JARDIM LEOPOLDINA","","",2021,52,3,0,9,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2022,1,4,0,9,0.444444444444444,0
"JARDIM LEOPOLDINA","","",2022,2,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2022,3,3,0,8,0.375,0
"JARDIM LEOPOLDINA","","",2022,4,6,0,8,0.75,0
"JARDIM LEOPOLDINA","","",2022,5,4,0,9,0.444444444444444,0
"JARDIM LEOPOLDINA","","",2022,6,8,0,9,0.888888888888889,0
"JARDIM LEOPOLDINA","","",2022,7,4,0,9,0.444444444444444,0
"JARDIM LEOPOLDINA","","",2022,8,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2022,9,4,0,9,0.444444444444444,0
"JARDIM LEOPOLDINA","","",2022,10,8,1,7,1.14285714285714,0.142857142857143
"JARDIM LEOPOLDINA","","",2022,11,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2022,12,5,0,8,0.625,0
"JARDIM LEOPOLDINA","","",2022,13,2,0,9,0.222222222222222,0
"JARDIM LEOPOLDINA","","",2022,14,3,0,9,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2022,19,24,0,9,2.66666666666667,0
"JARDIM LEOPOLDINA","","",2022,20,2,0,9,0.222222222222222,0
"JARDIM LEOPOLDINA","","",2022,21,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2022,22,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2022,23,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2022,24,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2022,25,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2022,26,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2022,27,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2022,28,0,0,6,0,0
"JARDIM LEOPOLDINA","","",2022,29,0,0,3,0,0
"JARDIM LEOPOLDINA","","",2022,35,0,0,10,0,0
"JARDIM LEOPOLDINA","","",2022,36,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,37,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,38,1,0,11,0.0909090909090909,0
"JARDIM LEOPOLDINA","","",2022,39,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,40,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,41,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,42,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,43,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,44,2,0,11,0.181818181818182,0
"JARDIM LEOPOLDINA","","",2022,45,1,0,11,0.0909090909090909,0
"JARDIM LEOPOLDINA","","",2022,46,3,0,11,0.272727272727273,0
"JARDIM LEOPOLDINA","","",2022,47,2,0,11,0.181818181818182,0
"JARDIM LEOPOLDINA","","",2022,48,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2022,49,3,0,11,0.272727272727273,0
"JARDIM LEOPOLDINA","","",2022,50,4,0,11,0.363636363636364,0
"JARDIM LEOPOLDINA","","",2022,51,2,0,10,0.2,0
"JARDIM LEOPOLDINA","","",2022,52,0,0,8,0,0
"JARDIM LEOPOLDINA","","",2023,1,2,0,11,0.181818181818182,0
"JARDIM LEOPOLDINA","","",2023,2,6,0,10,0.6,0
"JARDIM LEOPOLDINA","","",2023,3,5,0,9,0.555555555555556,0
"JARDIM LEOPOLDINA","","",2023,4,0,0,10,0,0
"JARDIM LEOPOLDINA","","",2023,5,4,0,10,0.4,0
"JARDIM LEOPOLDINA","","",2023,6,8,0,10,0.8,0
"JARDIM LEOPOLDINA","","",2023,7,8,0,10,0.8,0
"JARDIM LEOPOLDINA","","",2023,8,5,0,10,0.5,0
"JARDIM LEOPOLDINA","","",2023,9,5,0,11,0.454545454545455,0
"JARDIM LEOPOLDINA","","",2023,10,4,0,10,0.4,0
"JARDIM LEOPOLDINA","","",2023,11,22,0,11,2,0
"JARDIM LEOPOLDINA","","",2023,12,7,0,10,0.7,0
"JARDIM LEOPOLDINA","","",2023,13,8,0,11,0.727272727272727,0
"JARDIM LEOPOLDINA","","",2023,14,8,0,11,0.727272727272727,0
"JARDIM LEOPOLDINA","","",2023,15,7,0,11,0.636363636363636,0
"JARDIM LEOPOLDINA","","",2023,16,32,0,10,3.2,0
"JARDIM LEOPOLDINA","","",2023,17,12,0,11,1.09090909090909,0
"JARDIM LEOPOLDINA","","",2023,18,13,0,6,2.16666666666667,0
"JARDIM LEOPOLDINA","","",2023,19,12,0,10,1.2,0
"JARDIM LEOPOLDINA","","",2023,20,2,0,10,0.2,0
"JARDIM LEOPOLDINA","","",2023,21,5,0,11,0.454545454545455,0
"JARDIM LEOPOLDINA","","",2023,22,8,0,9,0.888888888888889,0
"JARDIM LEOPOLDINA","","",2023,23,17,0,9,1.88888888888889,0
"JARDIM LEOPOLDINA","","",2023,24,11,0,9,1.22222222222222,0
"JARDIM LEOPOLDINA","","",2023,25,2,0,8,0.25,0
"JARDIM LEOPOLDINA","","",2023,26,2,0,10,0.2,0
"JARDIM LEOPOLDINA","","",2023,27,3,0,11,0.272727272727273,0
"JARDIM LEOPOLDINA","","",2023,28,1,0,11,0.0909090909090909,0
"JARDIM LEOPOLDINA","","",2023,29,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2023,30,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2023,31,1,0,11,0.0909090909090909,0
"JARDIM LEOPOLDINA","","",2023,32,3,0,10,0.3,0
"JARDIM LEOPOLDINA","","",2023,33,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2023,34,4,0,10,0.4,0
"JARDIM LEOPOLDINA","","",2023,35,2,0,10,0.2,0
"JARDIM LEOPOLDINA","","",2023,36,3,0,10,0.3,0
"JARDIM LEOPOLDINA","","",2023,37,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2023,38,1,0,6,0.166666666666667,0
"JARDIM LEOPOLDINA","","",2023,39,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2023,40,2,0,10,0.2,0
"JARDIM LEOPOLDINA","","",2023,41,2,0,9,0.222222222222222,0
"JARDIM LEOPOLDINA","","",2023,42,3,0,9,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2023,43,4,0,11,0.363636363636364,0
"JARDIM LEOPOLDINA","","",2023,44,4,0,10,0.4,0
"JARDIM LEOPOLDINA","","",2023,45,4,0,11,0.363636363636364,0
"JARDIM LEOPOLDINA","","",2023,46,2,0,6,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2023,47,2,0,10,0.2,0
"JARDIM LEOPOLDINA","","",2023,48,5,0,11,0.454545454545455,0
"JARDIM LEOPOLDINA","","",2023,49,6,0,11,0.545454545454545,0
"JARDIM LEOPOLDINA","","",2023,50,6,0,11,0.545454545454545,0
"JARDIM LEOPOLDINA","","",2023,51,7,0,11,0.636363636363636,0
"JARDIM LEOPOLDINA","","",2023,52,3,0,7,0.428571428571429,0
"JARDIM LEOPOLDINA","","",2024,1,5,0,13,0.384615384615385,0
"JARDIM LEOPOLDINA","","",2024,2,0,0,9,0,0
"JARDIM LEOPOLDINA","","",2024,3,7,0,9,0.777777777777778,0
"JARDIM LEOPOLDINA","","",2024,4,10,0,11,0.909090909090909,0
"JARDIM LEOPOLDINA","","",2024,5,8,0,11,0.727272727272727,0
"JARDIM LEOPOLDINA","","",2024,6,19,0,11,1.72727272727273,0
"JARDIM LEOPOLDINA","","",2024,7,8,0,10,0.8,0
"JARDIM LEOPOLDINA","","",2024,8,6,0,11,0.545454545454545,0
"JARDIM LEOPOLDINA","","",2024,9,10,0,11,0.909090909090909,0
"JARDIM LEOPOLDINA","","",2024,10,15,0,11,1.36363636363636,0
"JARDIM LEOPOLDINA","","",2024,11,11,0,11,1,0
"JARDIM LEOPOLDINA","","",2024,12,7,0,11,0.636363636363636,0
"JARDIM LEOPOLDINA","","",2024,13,5,0,11,0.454545454545455,0
"JARDIM LEOPOLDINA","","",2024,14,11,0,11,1,0
"JARDIM LEOPOLDINA","","",2024,15,10,0,10,1,0
"JARDIM LEOPOLDINA","","",2024,16,11,0,11,1,0
"JARDIM LEOPOLDINA","","",2024,17,13,0,12,1.08333333333333,0
"JARDIM LEOPOLDINA","","",2024,21,0,0,8,0,0
"JARDIM LEOPOLDINA","","",2024,22,2,0,8,0.25,0
"JARDIM LEOPOLDINA","","",2024,23,2,0,6,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2024,24,1,0,5,0.2,0
"JARDIM LEOPOLDINA","","",2024,25,12,0,11,1.09090909090909,0
"JARDIM LEOPOLDINA","","",2024,26,1,0,9,0.111111111111111,0
"JARDIM LEOPOLDINA","","",2024,27,2,0,12,0.166666666666667,0
"JARDIM LEOPOLDINA","","",2024,28,1,0,12,0.0833333333333333,0
"JARDIM LEOPOLDINA","","",2024,29,0,0,12,0,0
"JARDIM LEOPOLDINA","","",2024,30,1,0,12,0.0833333333333333,0
"JARDIM LEOPOLDINA","","",2024,31,1,0,12,0.0833333333333333,0
"JARDIM LEOPOLDINA","","",2024,32,0,0,7,0,0
"JARDIM LEOPOLDINA","","",2024,33,0,0,12,0,0
"JARDIM LEOPOLDINA","","",2024,34,0,0,10,0,0
"JARDIM LEOPOLDINA","","",2024,35,1,0,13,0.0769230769230769,0
"JARDIM LEOPOLDINA","","",2024,36,0,0,12,0,0
"JARDIM LEOPOLDINA","","",2024,37,0,0,10,0,0
"JARDIM LEOPOLDINA","","",2024,38,1,0,11,0.0909090909090909,0
"JARDIM LEOPOLDINA","","",2024,39,1,0,10,0.1,0
"JARDIM LEOPOLDINA","","",2024,40,0,0,11,0,0
"JARDIM LEOPOLDINA","","",2024,41,0,0,7,0,0
"JARDIM LEOPOLDINA","","",2024,42,4,0,12,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2024,43,5,0,13,0.384615384615385,0
"JARDIM LEOPOLDINA","","",2024,44,4,0,13,0.307692307692308,0
"JARDIM LEOPOLDINA","","",2024,45,0,0,13,0,0
"JARDIM LEOPOLDINA","","",2024,46,3,0,12,0.25,0
"JARDIM LEOPOLDINA","","",2024,47,0,0,1,0,0
"JARDIM LEOPOLDINA","","",2024,48,9,0,13,0.692307692307692,0
"JARDIM LEOPOLDINA","","",2024,49,3,0,13,0.230769230769231,0
"JARDIM LEOPOLDINA","","",2024,50,1,0,13,0.0769230769230769,0
"JARDIM LEOPOLDINA","","",2024,51,6,0,13,0.461538461538462,0
"JARDIM LEOPOLDINA","","",2024,52,11,0,12,0.916666666666667,0
"JARDIM LEOPOLDINA","","",2025,1,1,0,4,0.25,0
"JARDIM LEOPOLDINA","","",2025,2,7,0,10,0.7,0
"JARDIM LEOPOLDINA","","",2025,3,8,0,12,0.666666666666667,0
"JARDIM LEOPOLDINA","","",2025,4,7,0,11,0.636363636363636,0
"JARDIM LEOPOLDINA","","",2025,5,12,0,12,1,0
"JARDIM LEOPOLDINA","","",2025,6,7,0,12,0.583333333333333,0
"JARDIM LEOPOLDINA","","",2025,7,10,0,11,0.909090909090909,0
"JARDIM LEOPOLDINA","","",2025,8,5,0,11,0.454545454545455,0
"JARDIM LEOPOLDINA","","",2025,9,6,0,12,0.5,0
"JARDIM LEOPOLDINA","","",2025,10,7,0,10,0.7,0
"JARDIM LEOPOLDINA","","",2025,11,15,0,13,1.15384615384615,0
"JARDIM LEOPOLDINA","","",2025,12,8,0,12,0.666666666666667,0
"JARDIM LEOPOLDINA","","",2025,13,20,0,13,1.53846153846154,0
"JARDIM LEOPOLDINA","","",2025,14,10,0,13,0.769230769230769,0
"JARDIM LEOPOLDINA","","",2025,15,4,0,13,0.307692307692308,0
"JARDIM LEOPOLDINA","","",2025,16,6,0,13,0.461538461538462,0
"JARDIM LEOPOLDINA","","",2025,17,9,0,13,0.692307692307692,0
"JARDIM LEOPOLDINA","Dengue","Dengue 1",2025,17,14,0,13,1.07692307692308,0
"JARDIM LEOPOLDINA","","",2025,18,6,0,13,0.461538461538462,0
"JARDIM LEOPOLDINA","","",2025,19,10,0,13,0.769230769230769,0
"JARDIM LEOPOLDINA","","",2025,20,8,0,13,0.615384615384615,0
"JARDIM LEOPOLDINA","","",2025,21,10,0,13,0.769230769230769,0
"JARDIM LEOPOLDINA","","",2025,22,3,0,9,0.333333333333333,0
"JARDIM LEOPOLDINA","","",2025,23,4,0,13,0.307692307692308,0
"JARDIM LEOPOLDINA","","",2025,24,1,0,12,0.0833333333333333,0
"JARDIM LEOPOLDINA","","",2025,25,0,0,5,0,0
"JARDIM LEOPOLDINA","","",2025,26,2,0,13,0.153846153846154,0
"JARDIM LEOPOLDINA","","",2025,27,0,0,13,0,0
"JARDIM LEOPOLDINA","","",2025,28,0,0,13,0,0
"JARDIM LEOPOLDINA","","",2025,29,0,0,13,0,0
"JARDIM LEOPOLDINA","","",2025,30,0,0,13,0,0
"JARDIM LEOPOLDINA","","",2025,31,0,0,13,0,0
"JARDIM LEOPOLDINA",NA,NA,2025,32,1,0,15,0.0666666666666667,0
"JARDIM LEOPOLDINA",NA,NA,2025,33,0,0,13,0,0
"JARDIM LEOPOLDINA",NA,NA,2025,34,1,0,13,0.0769230769230769,0
"JARDIM LEOPOLDINA",NA,NA,2025,35,0,0,13,0,0
"JARDIM LEOPOLDINA",NA,NA,2025,36,1,0,13,0.0769230769230769,0
"JARDIM LEOPOLDINA",NA,NA,2025,37,0,0,13,0,0
"JARDIM LEOPOLDINA",NA,NA,2025,38,0,0,12,0,0
"JARDIM LEOPOLDINA",NA,NA,2025,39,3,0,13,0.230769230769231,0
"JARDIM LEOPOLDINA",NA,NA,2025,40,1,0,13,0.0769230769230769,0
"JARDIM LEOPOLDINA",NA,NA,2025,41,1,0,13,0.0769230769230769,0
"JARDIM LEOPOLDINA",NA,NA,2025,42,2,0,13,0.153846153846154,0
"JARDIM LEOPOLDINA",NA,NA,2025,43,3,0,12,0.25,0
"JARDIM LEOPOLDINA",NA,NA,2025,44,5,0,14,0.357142857142857,0
"JARDIM LEOPOLDINA",NA,NA,2025,45,1,0,14,0.0714285714285714,0
"JARDIM LEOPOLDINA",NA,NA,2025,46,1,0,14,0.0714285714285714,0
"JARDIM LEOPOLDINA",NA,NA,2025,47,2,0,14,0.142857142857143,0
"JARDIM LEOPOLDINA",NA,NA,2025,48,6,0,13,0.461538461538462,0
"JARDIM LEOPOLDINA",NA,NA,2025,49,8,0,14,0.571428571428571,0
"JARDIM LEOPOLDINA",NA,NA,2025,50,8,0,14,0.571428571428571,0
"JARDIM LEOPOLDINA",NA,NA,2025,51,2,0,14,0.142857142857143,0
"JARDIM LEOPOLDINA",NA,NA,2025,52,9,0,11,0.818181818181818,0
"JARDIM LEOPOLDINA",NA,NA,2025,53,8,0,13,0.615384615384615,0
"JARDIM LINDOIA","","",2019,4,3,0,10,0.3,0
"JARDIM LINDOIA","","",2019,5,0,0,10,0,0
"JARDIM LINDOIA","","",2019,6,4,0,10,0.4,0
"JARDIM LINDOIA","","",2019,7,3,0,10,0.3,0
"JARDIM LINDOIA","","",2019,8,4,0,10,0.4,0
"JARDIM LINDOIA","","",2019,9,3,0,10,0.3,0
"JARDIM LINDOIA","","",2019,10,2,1,10,0.2,0.1
"JARDIM LINDOIA","","",2019,11,2,0,10,0.2,0
"JARDIM LINDOIA","","",2019,12,9,0,10,0.9,0
"JARDIM LINDOIA","","",2019,13,2,1,10,0.2,0.1
"JARDIM LINDOIA","","",2019,14,5,0,10,0.5,0
"JARDIM LINDOIA","","",2019,15,5,1,10,0.5,0.1
"JARDIM LINDOIA","","",2019,16,6,1,10,0.6,0.1
"JARDIM LINDOIA","","",2019,17,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,18,4,1,10,0.4,0.1
"JARDIM LINDOIA","","",2019,19,1,0,9,0.111111111111111,0
"JARDIM LINDOIA","","",2019,20,3,1,10,0.3,0.1
"JARDIM LINDOIA","","",2019,21,1,1,10,0.1,0.1
"JARDIM LINDOIA","","",2019,22,4,0,10,0.4,0
"JARDIM LINDOIA","","",2019,23,3,0,10,0.3,0
"JARDIM LINDOIA","","",2019,24,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,25,2,0,10,0.2,0
"JARDIM LINDOIA","","",2019,26,4,0,10,0.4,0
"JARDIM LINDOIA","","",2019,27,2,0,10,0.2,0
"JARDIM LINDOIA","","",2019,28,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,29,1,1,10,0.1,0.1
"JARDIM LINDOIA","","",2019,30,0,0,10,0,0
"JARDIM LINDOIA","","",2019,31,0,0,9,0,0
"JARDIM LINDOIA","","",2019,32,0,0,10,0,0
"JARDIM LINDOIA","","",2019,33,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,34,0,0,10,0,0
"JARDIM LINDOIA","","",2019,39,0,0,10,0,0
"JARDIM LINDOIA","","",2019,40,0,0,10,0,0
"JARDIM LINDOIA","","",2019,41,0,0,10,0,0
"JARDIM LINDOIA","","",2019,42,0,0,10,0,0
"JARDIM LINDOIA","","",2019,43,0,0,10,0,0
"JARDIM LINDOIA","","",2019,44,0,0,10,0,0
"JARDIM LINDOIA","","",2019,45,0,0,10,0,0
"JARDIM LINDOIA","","",2019,46,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,47,3,0,10,0.3,0
"JARDIM LINDOIA","","",2019,48,0,0,10,0,0
"JARDIM LINDOIA","","",2019,49,1,1,10,0.1,0.1
"JARDIM LINDOIA","","",2019,50,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,51,1,0,10,0.1,0
"JARDIM LINDOIA","","",2019,52,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2020,1,2,0,8,0.25,0
"JARDIM LINDOIA","","",2020,2,0,0,8,0,0
"JARDIM LINDOIA","","",2020,3,1,0,10,0.1,0
"JARDIM LINDOIA","","",2020,4,3,0,10,0.3,0
"JARDIM LINDOIA","","",2020,5,0,0,10,0,0
"JARDIM LINDOIA","","",2020,6,0,0,10,0,0
"JARDIM LINDOIA","","",2020,7,0,0,10,0,0
"JARDIM LINDOIA","","",2020,8,3,0,10,0.3,0
"JARDIM LINDOIA","","",2020,9,4,0,10,0.4,0
"JARDIM LINDOIA","","",2020,10,3,0,10,0.3,0
"JARDIM LINDOIA","","",2020,11,9,0,11,0.818181818181818,0
"JARDIM LINDOIA","","",2020,12,3,0,11,0.272727272727273,0
"JARDIM LINDOIA","","",2020,13,7,0,7,1,0
"JARDIM LINDOIA","","",2020,14,1,0,4,0.25,0
"JARDIM LINDOIA","","",2020,15,7,0,7,1,0
"JARDIM LINDOIA","","",2020,16,3,0,7,0.428571428571429,0
"JARDIM LINDOIA","","",2020,17,2,0,9,0.222222222222222,0
"JARDIM LINDOIA","","",2020,18,6,0,7,0.857142857142857,0
"JARDIM LINDOIA","","",2020,19,2,0,6,0.333333333333333,0
"JARDIM LINDOIA","","",2020,20,4,0,6,0.666666666666667,0
"JARDIM LINDOIA","","",2020,21,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2020,22,0,0,6,0,0
"JARDIM LINDOIA","","",2020,23,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2020,24,0,0,6,0,0
"JARDIM LINDOIA","","",2020,25,0,0,6,0,0
"JARDIM LINDOIA","","",2020,26,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2020,27,0,0,6,0,0
"JARDIM LINDOIA","","",2020,28,0,0,6,0,0
"JARDIM LINDOIA","","",2020,29,0,0,6,0,0
"JARDIM LINDOIA","","",2020,30,0,0,6,0,0
"JARDIM LINDOIA","","",2020,31,0,0,6,0,0
"JARDIM LINDOIA","","",2020,32,0,0,6,0,0
"JARDIM LINDOIA","","",2020,33,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2020,34,0,0,6,0,0
"JARDIM LINDOIA","","",2020,35,0,0,6,0,0
"JARDIM LINDOIA","","",2020,39,0,0,6,0,0
"JARDIM LINDOIA","","",2020,40,0,0,6,0,0
"JARDIM LINDOIA","","",2020,41,0,0,6,0,0
"JARDIM LINDOIA","","",2020,42,0,0,6,0,0
"JARDIM LINDOIA","","",2020,43,0,0,6,0,0
"JARDIM LINDOIA","","",2020,44,0,0,6,0,0
"JARDIM LINDOIA","","",2020,45,0,0,6,0,0
"JARDIM LINDOIA","","",2020,46,0,0,6,0,0
"JARDIM LINDOIA","","",2020,47,0,0,6,0,0
"JARDIM LINDOIA","","",2020,48,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2020,50,0,0,6,0,0
"JARDIM LINDOIA","","",2020,52,7,0,6,1.16666666666667,0
"JARDIM LINDOIA","","",2020,53,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2021,1,5,0,6,0.833333333333333,0
"JARDIM LINDOIA","","",2021,2,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2021,3,0,1,6,0,0.166666666666667
"JARDIM LINDOIA","","",2021,4,1,1,6,0.166666666666667,0.166666666666667
"JARDIM LINDOIA","","",2021,5,2,0,6,0.333333333333333,0
"JARDIM LINDOIA","","",2021,6,7,0,6,1.16666666666667,0
"JARDIM LINDOIA","","",2021,7,0,0,6,0,0
"JARDIM LINDOIA","","",2021,8,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2021,9,2,0,6,0.333333333333333,0
"JARDIM LINDOIA","","",2021,10,4,0,6,0.666666666666667,0
"JARDIM LINDOIA","","",2021,11,5,0,6,0.833333333333333,0
"JARDIM LINDOIA","","",2021,12,1,0,6,0.166666666666667,0
"JARDIM LINDOIA","","",2021,13,6,0,6,1,0
"JARDIM LINDOIA","","",2021,14,8,0,6,1.33333333333333,0
"JARDIM LINDOIA","","",2021,15,10,0,6,1.66666666666667,0
"JARDIM LINDOIA","","",2021,16,12,0,6,2,0
"JARDIM LINDOIA","","",2021,17,5,0,6,0.833333333333333,0
"JARDIM LINDOIA","","",2021,18,8,0,9,0.888888888888889,0
"JARDIM LINDOIA","","",2021,19,4,0,9,0.444444444444444,0
"JARDIM LINDOIA","","",2021,20,3,1,9,0.333333333333333,0.111111111111111
"JARDIM LINDOIA","","",2021,21,1,0,9,0.111111111111111,0
"JARDIM LINDOIA","","",2021,22,3,0,9,0.333333333333333,0
"JARDIM LINDOIA","","",2021,23,2,0,9,0.222222222222222,0
"JARDIM LINDOIA","","",2021,24,3,0,9,0.333333333333333,0
"JARDIM LINDOIA","","",2021,25,0,0,9,0,0
"JARDIM LINDOIA","","",2021,26,0,0,9,0,0
"JARDIM LINDOIA","","",2021,27,0,0,9,0,0
"JARDIM LINDOIA","","",2021,28,1,0,9,0.111111111111111,0
"JARDIM LINDOIA","","",2021,29,0,0,9,0,0
"JARDIM LINDOIA","","",2021,30,0,0,9,0,0
"JARDIM LINDOIA","","",2021,31,0,0,9,0,0
"JARDIM LINDOIA","","",2021,32,0,0,9,0,0
"JARDIM LINDOIA","","",2021,33,0,0,9,0,0
"JARDIM LINDOIA","","",2021,34,0,0,9,0,0
"JARDIM LINDOIA","","",2021,35,0,0,9,0,0
"JARDIM LINDOIA","","",2021,36,0,0,9,0,0
"JARDIM LINDOIA","","",2021,37,0,0,9,0,0
"JARDIM LINDOIA","","",2021,44,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2021,45,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2021,46,0,0,7,0,0
"JARDIM LINDOIA","","",2021,47,0,0,7,0,0
"JARDIM LINDOIA","","",2021,48,0,0,7,0,0
"JARDIM LINDOIA","","",2021,49,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2021,50,2,0,7,0.285714285714286,0
"JARDIM LINDOIA","","",2021,51,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2021,52,4,0,7,0.571428571428571,0
"JARDIM LINDOIA","","",2022,1,5,0,7,0.714285714285714,0
"JARDIM LINDOIA","","",2022,2,0,0,7,0,0
"JARDIM LINDOIA","","",2022,3,0,0,7,0,0
"JARDIM LINDOIA","","",2022,4,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2022,5,3,0,7,0.428571428571429,0
"JARDIM LINDOIA","","",2022,6,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2022,7,3,0,7,0.428571428571429,0
"JARDIM LINDOIA","","",2022,8,0,0,7,0,0
"JARDIM LINDOIA","","",2022,9,0,0,7,0,0
"JARDIM LINDOIA","","",2022,10,4,0,7,0.571428571428571,0
"JARDIM LINDOIA","","",2022,11,11,0,7,1.57142857142857,0
"JARDIM LINDOIA","","",2022,12,15,0,7,2.14285714285714,0
"JARDIM LINDOIA","","",2022,13,8,0,7,1.14285714285714,0
"JARDIM LINDOIA","","",2022,14,6,1,7,0.857142857142857,0.142857142857143
"JARDIM LINDOIA","","",2022,15,4,0,7,0.571428571428571,0
"JARDIM LINDOIA","","",2022,16,7,0,7,1,0
"JARDIM LINDOIA","","",2022,17,19,0,7,2.71428571428571,0
"JARDIM LINDOIA","","",2022,18,1,0,5,0.2,0
"JARDIM LINDOIA","","",2022,19,21,0,6,3.5,0
"JARDIM LINDOIA","","",2022,20,4,0,7,0.571428571428571,0
"JARDIM LINDOIA","","",2022,21,7,0,7,1,0
"JARDIM LINDOIA","","",2022,22,0,0,7,0,0
"JARDIM LINDOIA","","",2022,23,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2022,24,0,0,7,0,0
"JARDIM LINDOIA","","",2022,25,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2022,26,0,0,7,0,0
"JARDIM LINDOIA","","",2022,27,1,0,7,0.142857142857143,0
"JARDIM LINDOIA","","",2022,28,0,0,5,0,0
"JARDIM LINDOIA","","",2022,30,0,0,2,0,0
"JARDIM LINDOIA","","",2022,35,0,0,7,0,0
"JARDIM LINDOIA","","",2022,36,0,0,8,0,0
"JARDIM LINDOIA","","",2022,37,0,0,8,0,0
"JARDIM LINDOIA","","",2022,38,0,0,8,0,0
"JARDIM LINDOIA","","",2022,39,0,0,8,0,0
"JARDIM LINDOIA","","",2022,40,0,0,8,0,0
"JARDIM LINDOIA","","",2022,41,0,0,8,0,0
"JARDIM LINDOIA","","",2022,42,0,0,7,0,0
"JARDIM LINDOIA","","",2022,43,0,0,8,0,0
